date,text,favorites,retweets,Toxic,Insult,Profanity,Derogatory,Sexual,"Death, Harm & Tragedy",Violent,Firearms & Weapons,Public Safety,Health,Religion & Belief,Illicit Drugs,War & Conflict,Politics,Finance,Legal,btc_tweet_day,btc_24h_after,btc_48h_after,btc_delta_24h,btc_delta_48h
2020-03-03 01:34:00,"I was thrilled to be back in the Great city of Charlotte, North Carolina with thousands of hardworking American Patriots who love our Country, cherish our values, respect our laws, and always put AMERICA FIRST! Thank you for a wonderful evening!! #KAG2020 https://t.co/dNJZfRsl9y",73748,17404,0.014621646143496037,0.01039381604641676,0.0029041196685284376,0.003573743626475334,0.0024352301843464375,0.05970149114727974,0.016304347664117813,0.0181818176060915,0.05181347206234932,0.0239651408046484,0.05388471111655235,0.03658536449074745,0.4722222089767456,0.8677685856819153,0.07971014827489853,0.43518519401550293,8753.01,8700.0,9085.48,-53.01000000000022,332.46999999999935
2020-01-17 03:22:00,RT @CBS_Herridge: READ: Letter to surveillance court obtained by CBS News questions where there will be further disciplinary action and cho…,0,7396,0.05034562945365906,0.050960734486579895,0.023985227569937706,0.008934381417930126,0.010127006098628044,0.08539944887161255,0.7739726305007935,0.10526315867900848,0.9767441749572754,0.1031307578086853,0.01921537145972252,0.29411765933036804,0.3499999940395355,0.6809338331222534,0.08196721225976944,0.9483568072319031,8850.83,8903.26,8631.95,52.43000000000029,-218.8799999999992
2020-09-12 20:10:00,"The Unsolicited Mail In Ballot Scam is a major threat to our Democracy, &amp; the Democrats know it. Almost all recent elections using this system, even though much smaller &amp;  with far fewer Ballots to count, have ended up being a disaster. Large numbers of missing Ballots &amp; Fraud!",80527,23502,0.2585267126560211,0.11213783174753189,0.05861125886440277,0.043741196393966675,0.015007962472736835,0.08260869234800339,0.23780487477779388,0.10526315867900848,0.5947712659835815,0.1031307578086853,0.10110294073820114,0.699999988079071,0.05882352963089943,0.9375,0.5159010887145996,0.8581081032752991,10359.99,10280.14,10698.03,-79.85000000000036,338.0400000000009
2020-01-17 13:13:00,RT @MZHemingway: Very friendly telling of events here about Comey's apparent leaking to compliant media. If you read those articles and tho…,0,9081,0.0187707357108593,0.012034906074404716,0.004275667946785688,0.003941651433706284,0.002470160135999322,0.20720720291137695,0.19512194395065308,0.0181818176060915,0.5947712659835815,0.03495007008314133,0.05388471111655235,0.05737704783678055,0.375,0.9125000238418579,0.07971014827489853,0.3333333432674408,8850.83,8903.26,8631.95,52.43000000000029,-218.8799999999992
2020-01-17 00:11:00,RT @WhiteHouse: President @realDonaldTrump announced historic steps to protect the Constitutional right to pray in public schools! https://…,0,25048,0.016713427379727364,0.011194059625267982,0.004275667946785688,0.005186695139855146,0.0024352301843464375,0.07348243147134781,0.1867469847202301,0.07692307978868484,0.09090909361839294,0.09630458801984787,0.9265402555465698,0.05737704783678055,0.14189189672470093,0.9695122241973877,0.10230179131031036,0.9483568072319031,8850.83,8903.26,8631.95,52.43000000000029,-218.8799999999992
2020-02-01 16:14:00,Getting a little exercise this morning! https://t.co/fyAAcbhbgk,285863,30209,0.014621646143496037,0.01039381604641676,0.0029041196685284376,0.003573743626475334,0.0024352301843464375,0.005154639016836882,0.0025138261262327433,0.0,0.00500834733247757,0.21383647620677948,0.01921537145972252,0.009554140269756317,0.0004766444326378405,0.0006009615608491004,0.007633587811142206,0.0,9333.91,9446.77,9270.0,112.86000000000058,-63.909999999999854
2020-10-23 04:30:00,RT @EricTrump: https://t.co/NcrNdOSfIV,0,8921,0.014621646143496037,0.01039381604641676,0.0029041196685284376,0.003573743626475334,0.0024352301843464375,0.2857142984867096,0.02812499925494194,0.0,0.06372549384832382,0.359649121761322,0.05388471111655235,0.05737704783678055,0.12195122241973877,0.3469387888908386,0.1769547313451767,0.09375,12921.09,13100.0,12940.74,178.90999999999985,19.649999999999636
2020-03-08 04:01:00,"RT @GOPChairwoman: The economic boom continues!

273K jobs added in February 

7M+ jobs added since @realDonaldTrump was elected

Unemploym…",0,8681,0.014621646143496037,0.01039381604641676,0.0029041196685284376,0.003573743626475334,0.0024352301843464375,0.08260869234800339,0.0025138261262327433,0.0,0.02056807093322277,0.03495007008314133,0.01921537145972252,0.009554140269756317,0.06603773683309555,0.4956521689891815,0.23076923191547394,0.10094637423753738,8400.83,7765.32,7767.28,-635.5100000000002,-633.5500000000002
2020-02-07 17:35:00,RT @TomFitton: Vindman's behavior is a scandal. He should be removed from the @RealDonaldTrump White House ASAP to protect our foreign poli…,0,7679,0.0604105070233345,0.04323522746562958,0.006027833558619022,0.008934381417930126,0.00897435937076807,0.029629629105329514,0.05284553021192551,0.0,0.09793814271688461,0.0239651408046484,0.01921537145972252,0.009554140269756317,0.12195122241973877,0.9509202241897583,0.07971014827489853,0.10094637423753738,9802.02,9829.47,10097.1,27.44999999999891,295.0799999999999
2020-01-09 12:24:00,Thank you Elise! https://t.co/Y4Hb0zf5jk,48510,11608,0.012436289340257645,0.006284153088927269,0.0029041196685284376,0.003573743626475334,0.0024352301843464375,0.1897590309381485,0.0025138261262327433,0.0,0.010695187374949455,0.1031307578086853,0.012507817707955837,0.03658536449074745,0.010416666977107525,0.00495867757126689,0.10169491171836853,0.002938295714557171,7907.05,8066.6,8099.73,159.55000000000018,192.67999999999938
2020-10-23 04:09:00,"As per your request, Joe... https://t.co/78mzcfLEsF https://t.co/AalVkSfHFi",253761,79855,0.014621646143496037,0.01039381604641676,0.0029041196685284376,0.003573743626475334,0.0024352301843464375,0.07348243147134781,0.0025138261262327433,0.0,0.02056807093322277,0.0710659921169281,0.01921537145972252,0.009554140269756317,0.010416666977107525,0.0346083790063858,0.1769547313451767,0.10094637423753738,12921.09,13100.0,12940.74,178.90999999999985,19.649999999999636
2020-10-23 03:58:00,RT @marklevinshow: President Trump was outstanding.  I couldn't be prouder.  Biden was making faces and was very dishonest about some of hi…,0,21259,0.09080997109413147,0.06142628192901611,0.02055303566157818,0.013556276448071003,0.00903258752077818,0.07348243147134781,0.1111111119389534,0.0181818176060915,0.08695652335882187,0.05020080506801605,0.10110294073820114,0.05737704783678055,0.12195122241973877,0.7927461266517639,0.03030303120613098,0.10094637423753738,12921.09,13100.0,12940.74,178.90999999999985,19.649999999999636
2020-10-23 03:57:00,"RT @RealRLimbaugh: Winning, winning, winning! @realDonaldTrump",0,19039,0.02596125565469265,0.01445319876074791,0.006027833558619022,0.004792527295649052,0.0029740394093096256,0.005982053931802511,0.014492753893136978,0.0,0.005281690042465925,0.03495007008314133,0.05388471111655235,0.03658536449074745,0.010416666977107525,0.7586206793785095,0.014897579327225685,0.011976048350334167,12921.09,13100.0,12940.74,178.90999999999985,19.649999999999636
2020-11-09 19:36:00,The threshold identification of Ballots is turning out to be even bigger than originally anticipated. A very large number of Ballots are impacted. Stay tuned!,493076,100609,0.014621646143496037,0.01039381604641676,0.0032666046172380447,0.003573743626475334,0.0024352301843464375,0.1897590309381485,0.002583979396149516,0.0181818176060915,0.02056807093322277,0.1031307578086853,0.036764707416296005,0.05737704783678055,0.010416666977107525,0.01929260417819023,0.5159010887145996,0.17687074840068817,15000.96,15167.49,15667.27,166.53000000000065,666.3100000000013
2020-10-12 22:22:00,"“I’m running as a proud Democrat, for the Senate”. Sleepy Joe Biden today. It’s only going to get worse. It is not sustainable for our County - China will own us!!!!",142084,32953,0.17691931128501892,0.13047261536121368,0.006027833558619022,0.05208257585763931,0.002470160135999322,0.009302325546741486,0.002583979396149516,0.0181818176060915,0.010695187374949455,0.05020080506801605,0.267657995223999,0.009554140269756317,0.12195122241973877,0.9449082016944885,0.10230179131031036,0.09375,11549.38,11385.15,11320.76,-164.22999999999956,-228.61999999999898
2020-10-23 16:55:00,"HUGE win today for the United States and for peace in the world. Sudan has agreed to a peace and normalization agreement with Israel! With the United Arab Emirates and Bahrain, that’s THREE Arab countries to have done so in only a matter of weeks. More will follow! https://t.co/UHB8H6oaZc",215994,51830,0.016713427379727364,0.01039381604641676,0.0029041196685284376,0.004792527295649052,0.0024352301843464375,0.016105417162179947,0.0025138261262327433,0.0,0.010695187374949455,0.013533107936382294,0.43103447556495667,0.002336448524147272,0.9595959782600403,0.9449082016944885,0.007633587811142206,0.002938295714557171,12921.09,13100.0,12940.74,178.90999999999985,19.649999999999636
